#title = mean sea level anomaly global ocean (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.06 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2014.54210,,,39.56000,
2014.56920,,,37.66000,
2014.59640,,,40.96000,
2014.62350,,,43.96000,
2014.65070,,,45.76000,
2014.67770,,,46.56000,
2014.70500,,,47.56000,
2014.73210,,,45.86000,
2014.75930,,,48.66000,
2014.78640,,,52.46000,
2014.81360,,,52.16000,
2014.84070,,,49.36000,
2014.86790,,,48.86000,
2014.89500,,,44.66000,
2014.92220,,,44.96000,
2014.94930,,,52.16000,
2014.97760,,,48.46000,
2015.00360,,,43.46000,
2015.03080,,,45.56000,
2015.05790,,,44.36000,
2015.08500,,,45.46000,
2015.11220,,,45.26000,
2015.13940,,,46.76000,
2015.16640,,,45.46000,
2015.19360,,,43.66000,
2015.22070,,,43.06000,
2015.24790,,,44.06000,
2015.27500,,,44.96000,
2015.30230,,,43.96000,
2015.32930,,,43.26000,
2015.35650,,,41.76000,
2015.38370,,,40.06000,
2015.41080,,,42.36000,
2015.43800,,,43.56000,
2015.46500,,,44.46000,
2015.49230,,,45.86000,
2015.51940,,,45.46000,
2015.54650,,,46.66000,
2015.57360,,,47.76000,
2015.60090,,,50.86000,
2015.62800,,,50.86000,
2015.65510,,,56.16000,
2015.68230,,,57.66000,
2015.70940,,,57.16000,
2015.73660,,,59.86000,
2015.76370,,,61.16000,
2015.79090,,,62.26000,
2015.81810,,,64.46000,
2015.84520,,,60.76000,
2015.87230,,,56.66000,
2015.89950,,,58.86000,
2015.92670,,,58.56000,
2015.95380,,,56.36000,
2015.98100,,,54.36000,
2016.00800,,,49.46000,
2016.03530,,,52.06000,
2016.06240,,,54.96000,
2016.08960,,,50.76000,
2016.11670,,,52.86000,
2016.12280,,,,51.27000
2016.14380,,,51.26000,50.67000
2016.17100,,,51.26000,50.67000
2016.19590,,,,48.27000
2016.19810,,,48.96000,
2016.22520,,,51.56000,52.37000
2016.25130,,,49.66000,
2016.25240,,,,48.97000
2016.27950,,,48.76000,
2016.27960,,,,48.77000
2016.30660,,,,47.07000
2016.30670,,,47.46000,
2016.33380,,,47.16000,
2016.33390,,,,46.57000
2016.36100,,,46.86000,46.67000
2016.38810,,,45.36000,46.27000
2016.41530,,,48.16000,48.27000
2016.44240,,,48.26000,
2016.44250,,,,48.07000
2016.46960,,,50.56000,50.17000
2016.49670,,,48.86000,48.97000
2016.52380,,,48.86000,
2016.52390,,,,48.87000
2016.55110,,,49.96000,49.47000
2016.57820,,,48.76000,47.87000
2016.60530,,,49.66000,48.67000
2016.63250,,,50.16000,48.97000
2016.65960,,,55.26000,
2016.65970,,,,54.57000
2016.68680,,,57.56000,57.37000
2016.71390,,,57.36000,58.77000
2016.74110,,,56.16000,58.37000
2016.76830,,,,56.97000
2016.79050,,,56.46000,
2016.79540,,,,60.37000
2016.80890,,,60.26000,
2016.82250,,,,60.97000
2016.83610,,,59.76000,
2016.84970,,,,62.57000
2016.86330,,,60.36000,
2016.87690,,,,62.77000
2016.89040,,,61.16000,
2016.90400,,,,65.37000
2016.91750,,,60.56000,
2016.92980,,,,61.17000
2016.94460,,,58.56000,
2016.95830,,,,58.07000
2016.97180,,,56.86000,
2016.98540,,,,55.77000
2016.99900,,,53.16000,
2017.01260,,,,53.97000
2017.02610,,,54.36000,
2017.03970,,,,54.47000
2017.05320,,,53.66000,
2017.06690,,,,52.27000
2017.08040,,,51.26000,
2017.09400,,,,48.97000
2017.10750,,,47.66000,
2017.12110,,,,48.57000
2017.13470,,,49.36000,
2017.14830,,,,48.07000
2017.16190,,,47.96000,
2017.17550,,,,49.07000
2017.18890,,,49.96000,
2017.20260,,,,48.97000
2017.20350,,,50.96000,
2017.22970,,,,49.27000
2017.25070,,,51.06000,
2017.25690,,,,50.37000
2017.27040,,,49.46000,
2017.28400,,,,48.47000
2017.29760,,,50.96000,
2017.31110,,,,48.27000
2017.32470,,,49.06000,
2017.33830,,,,47.87000
2017.35210,,,48.26000,
2017.36550,,,,47.17000
2017.37140,,,46.96000,
2017.39260,,,,44.07000
2017.41980,,,,46.87000
2017.44700,,,,46.77000
2017.47410,,,,47.27000
2017.50120,,,,48.87000
2017.52840,,,,49.67000
2017.55550,,,,50.27000
2017.58270,,,,54.97000
2017.60980,,,,54.07000
2017.63700,,,,55.17000
2017.66410,,,,57.37000
2017.69130,,,,60.77000
2017.71850,,,,62.37000
2017.74560,,,,60.77000
2017.77270,,,,61.77000
2017.79990,,,,63.87000
2017.82710,,,,65.67000
2017.85420,,,,66.97000
2017.88130,,,,65.87000
2017.90850,,,,65.77000
2017.93560,,,,64.17000
2017.96280,,,,63.17000
2017.98990,,,,58.87000
2018.01700,,,,57.57000
2018.04420,,,,57.37000
2018.07130,,,,57.07000
2018.09850,,,,56.47000
2018.12560,,,,51.87000
2018.15270,,,,49.97000
2018.18000,,,,53.37000
2018.20700,,,,53.27000
2018.23420,,,,51.57000
2018.26130,,,,49.37000
2018.28860,,,,50.57000
2018.31560,,,,50.77000
2018.34280,,,,51.17000
2018.37000,,,,50.87000
2018.39710,,,,49.57000
2018.42420,,,,50.57000
2018.45130,,,,50.77000
2018.47860,,,,50.57000
2018.50570,,,,51.57000
2018.53280,,,,54.17000
2018.56000,,,,55.07000
2018.58710,,,,55.27000
2018.61430,,,,56.77000
2018.64150,,,,58.17000
2018.66860,,,,60.47000
2018.69580,,,,64.37000
2018.72290,,,,65.07000
2018.75000,,,,68.97000
2018.77720,,,,67.57000
2018.80440,,,,69.07000
2018.83150,,,,70.87000
2018.85860,,,,68.47000
2018.88580,,,,66.87000
2018.91290,,,,64.37000
2018.94010,,,,64.07000
2018.96730,,,,63.17000
2018.99440,,,,62.87000
2019.02150,,,,59.67000
2019.04860,,,,63.47000
2019.07580,,,,59.37000
2019.10300,,,,60.57000
2019.13010,,,,58.87000
2019.14630,,,,58.27000
2019.18770,,,,58.17000
2019.21150,,,,60.07000
2019.23870,,,,58.77000
2019.25960,,,,57.27000
2019.29300,,,,56.67000
2019.32020,,,,58.37000
2019.34730,,,,60.47000
2019.37450,,,,57.27000
2019.40160,,,,55.67000
2019.42870,,,,54.87000
2019.45590,,,,59.27000
2019.48300,,,,59.27000
2019.51020,,,,61.07000
2019.53740,,,,60.07000
2019.56450,,,,60.57000
2019.59170,,,,61.77000
2019.61870,,,,66.47000
2019.64590,,,,68.97000
2019.67310,,,,68.87000
2019.70020,,,,70.57000
2019.72740,,,,71.47000
2019.75450,,,,70.57000
2019.78170,,,,73.07000
2019.80880,,,,72.87000
2019.83600,,,,71.37000
2019.86310,,,,74.67000
2019.89030,,,,72.17000
2019.91740,,,,71.17000
2019.94460,,,,70.87000
2019.97170,,,,68.77000
2019.99890,,,,67.37000
2020.02600,,,,63.47000
2020.05310,,,,61.17000
2020.07490,,,,61.87000
2020.11190,,,,65.67000
2020.13460,,,,63.87000
2020.16170,,,,60.07000
2020.18890,,,,61.57000
2020.21600,,,,58.07000
2020.24320,,,,59.97000
2020.27030,,,,62.17000
2020.29750,,,,59.57000
2020.32470,,,,59.07000
2020.35180,,,,60.77000
2020.37890,,,,61.27000
2020.40610,,,,62.27000
2020.43320,,,,62.37000
2020.45950,,,,59.57000
2020.48750,,,,62.47000
2020.51470,,,,61.97000
2020.54180,,,,63.87000
2020.56900,,,,65.47000
2020.59610,,,,66.37000
2020.62320,,,,65.27000
2020.65040,,,,68.07000
2020.67760,,,,70.87000
2020.70480,,,,72.17000
2020.73190,,,,73.37000
2020.75900,,,,75.37000
2020.78620,,,,77.67000
2020.81150,,,,78.07000
2020.84130,,,,79.57000
2020.86760,,,,77.57000
2020.89480,,,,73.17000
2020.92190,,,,75.67000
2020.94900,,,,72.67000
2020.97620,,,,71.97000
2021.00330,,,,71.27000
2021.03050,,,,71.77000
2021.05760,,,,70.77000
2021.08480,,,,71.67000
2021.11190,,,,67.27000
2021.13900,,,,64.67000
2021.16620,,,,62.57000
2021.19340,,,,64.17000
2021.22050,,,,65.07000
2021.24770,,,,67.37000
2021.27480,,,,68.17000
2021.30150,,,,67.97000
2021.32910,,,,63.87000
2021.35620,,,,65.27000
2021.38340,,,,66.37000
2021.41050,,,,65.27000
2021.43770,,,,62.47000
2021.46490,,,,66.27000
2021.49200,,,,67.07000
2021.51920,,,,67.97000
2021.54630,,,,68.07000
2021.57350,,,,71.47000
2021.60050,,,,73.17000
2021.62780,,,,74.87000
2021.65490,,,,72.17000
2021.68210,,,,75.07000
2021.70920,,,,78.47000
2021.73640,,,,79.47000
2021.76350,,,,81.17000
2021.79060,,,,81.97000
2021.81780,,,,84.27000
2021.84490,,,,81.77000
2021.87210,,,,79.67000
2021.89920,,,,81.27000
2021.92640,,,,82.47000
2021.95350,,,,76.87000
2021.98070,,,,73.87000
2022.00780,,,,74.77000
2022.03500,,,,75.87000
2022.06220,,,,75.47000
2022.08920,,,,71.87000
2022.11560,,,,72.97000
2022.14270,,,,66.97000
2022.17040,,,,64.37000
2022.19710,,,,67.47000
2022.22380,,,,71.27000
2022.25210,,,,69.47000
2022.26580,,,,71.17000
2022.32000,,,,64.07000
2022.33900,,,,67.67000
2022.36610,,,,65.87000
2022.39330,,,,67.37000
2022.42040,,,,65.87000
2022.44750,,,,67.77000
2022.47470,,,,67.37000
2022.50180,,,,70.27000
2022.52890,,,,70.47000
2022.55610,,,,72.77000
2022.58330,,,,70.67000
2022.60560,,,,69.27000
